Coconut Cream Pie II | 22 | 9 | 3.92307686805725 | 7 h | 1 1/2 cups vanilla wafer crumbs; 1/3 cup butter, melted; 1 (.25 ounce) package unflavored gelatin; 1/3 cup cold milk; 3 egg yolks; 2/3 cup white sugar; 1 cup hot milk; 1/2 teaspoon almond extract; 3 egg whites; 1 cup heavy cream, whipped; 1 1/2 cups fresh shredded coconut; 1 tablespoon fresh shredded coconut | Preheat oven to 350 degrees F (175 degrees C).; In a medium bowl, mix together wafer crumbs and melted butter. Press mixture firmly into bottom and sides of a 9-inch pie pan. Bake in preheated oven for 7 minutes. Remove and allow to cool.; Dissolve gelatin in cold milk and set aside to soften.; Beat egg yolks and sugar together, then slowly pour in hot milk while whisking constantly. Cook over medium heat, stirring constantly, until mixture coats a spoon. Remove from heat, then stir in gelatin, followed by almond extract. Chill.; Beat egg whites until stiff. Fold egg whites, whipped cream, and coconut into chilled custard. Pour into pie shell, and sprinkle with additional coconut. Chill 6 hours or overnight before serving. | Home; Recipes; Desserts; Pies; No-Bake Pies; Chiffon Pie
Oatmeal Raisin Cookies I | 3K | 1576 | 4.37247610092163 | 1 h | 3/4 cup butter, softened; 3/4 cup white sugar; 3/4 cup packed light brown sugar; 2 eggs; 1 teaspoon vanilla extract; 1 1/4 cups all-purpose flour; 1 teaspoon baking soda; 3/4 teaspoon ground cinnamon; 1/2 teaspoon salt; 2 3/4 cups rolled oats; 1 cup raisins | Preheat oven to 375 degrees F (190 degrees C).; In large bowl, cream together butter, white sugar, and brown sugar until smooth. Beat in the eggs and vanilla until fluffy. Stir together flour, baking soda, cinnamon, and salt. Gradually beat into butter mixture. Stir in oats and raisins. Drop by teaspoonfuls onto ungreased cookie sheets.; Bake 8 to 10 minutes in the preheated oven, or until golden brown. Cool slightly, remove from sheet to wire rack. Cool completely. | Home; Recipes; Desserts; Cookies; Oatmeal Cookies; Oatmeal Raisin Cookies
Blonde Brownies I | 2K | 1320 | 4.48909282684326 | 50 m | 1 cup sifted all-purpose flour; 1/2 teaspoon baking powder; 1/8 teaspoon baking soda; 1/2 teaspoon salt; 1/2 cup chopped walnuts; 1/3 cup butter, melted; 1 cup packed brown sugar; 1 egg, beaten; 1 tablespoon vanilla extract; 2/3 cup semisweet chocolate chips | Preheat oven to 350 degrees F (180 degrees C). Grease a 9x9-inch baking pan.; Measure 1 cup sifted flour. Add baking powder, baking soda, and salt. Sift again. Add 1/2 cup chopped nuts. Mix well and set aside.; Stir the brown sugar into the melted butter and mix well. Cool slightly.; Mix the beaten egg and vanilla into the brown sugar mixture. Add flour mixture, a little at a time, mixing just until combined.; Spread the batter into the prepared pan. Sprinkle 1/2 to 1 cup chocolate chips on top. Bake in the preheated oven until a toothpick inserted in the center comes out clean, about 20 to 25 minutes. | Home; Recipes; Desserts; Cookies; Brownies; Blondies
Tiramisu Layer Cake | 2K | 1334 | 4.76710748672485 | 2 h | 1 (18.25 ounce) package moist white cake mix; 1 teaspoon instant coffee powder; 1/4 cup coffee; 1 tablespoon coffee flavored liqueur; 1 (8 ounce) container mascarpone cheese; 1/2 cup confectioners' sugar; 2 tablespoons coffee flavored liqueur; 2 cups heavy cream; 1/4 cup confectioners' sugar; 2 tablespoons coffee flavored liqueur; 2 tablespoons unsweetened cocoa powder; 1 (1 ounce) square semisweet chocolate | Preheat oven to 350 degrees F (175 degrees C). Grease and flour 3 (9 inch) pans.; Prepare the cake mix according to package directions. Divide two thirds of batter between 2 pans. Stir instant coffee into remaining batter; pour into remaining pan.; Bake in the preheated oven for 20 to 25 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely. In a measuring cup, combine brewed coffee and 1 tablespoon coffee liqueur; set aside.; To make the filling: In a small bowl, using an electric mixer set on low speed, combine mascarpone, 1/2 cup confectioners' sugar and 2 tablespoons coffee liqueur; beat just until smooth. Cover with plastic wrap and refrigerate.; To make the frosting: In a medium bowl, using an electric mixer set on medium-high speed, beat the cream, 1/4 cup confectioners' sugar and 2 tablespoons coffee liqueur until stiff. Fold 1/2 cup of cream mixture into filling mixture.; To assemble the cake: Place one plain cake layer on a serving plate. Using a thin skewer, poke holes in cake, about 1 inch apart. Pour one third of reserved coffee mixture over cake, then spread with half of the filling mixture. Top with coffee-flavored cake layer; poke holes in cake. Pour another third of the coffee mixture over the second layer and spread with the remaining filling. Top with remaining cake layer; poke holes in cake. Pour remaining coffee mixture on top. Spread sides and top of cake with frosting. Place cocoa in a sieve and lightly dust top of cake. Garnish with chocolate curls. Refrigerate at least 30 minutes before serving.; To make the chocolate curls, use a vegetable peeler and run it down the edge of the chocolate bar. | Home; Recipes; World Cuisine; European; Italian
Delicious Raspberry Oatmeal Cookie Bars | 3K | 1362 | 4.57947206497192 | 55 m | 1/2 cup packed light brown sugar; 1 cup all-purpose flour; 1/4 teaspoon baking soda; 1/8 teaspoon salt; 1 cup rolled oats; 1/2 cup butter, softened; 3/4 cup seedless raspberry jam | Preheat oven to 350 degrees F (175 degrees C). Grease one 8 inch square pan, and line with greased foil.; Combine brown sugar, flour, baking soda, salt, and rolled oats. Rub in the butter using your hands or a pastry blender to form a crumbly mixture. Press 2 cups of the mixture into the bottom of the prepared pan. Spread the jam to within 1/4 inch of the edge. Sprinkle the remaining crumb mixture over the top, and lightly press it into the jam.; Bake for 35 to 40 minutes in preheated oven, or until lightly browned. Allow to cool before cutting into bars. | Home; Recipes; Desserts; Cookies; Oatmeal Cookies
Tiramisu II | 3K | 1285 | 4.8471565246582 | 5 h | 6 egg yolks; 3/4 cup white sugar; 2/3 cup milk; 1 1/4 cups heavy cream; 1/2 teaspoon vanilla extract; 1 pound mascarpone cheese; 1/4 cup strong brewed coffee, room temperature; 2 tablespoons rum; 2 (3 ounce) packages ladyfinger cookies; 1 tablespoon unsweetened cocoa powder | In a medium saucepan, whisk together egg yolks and sugar until well blended. Whisk in milk and cook over medium heat, stirring constantly, until mixture boils. Boil gently for 1 minute, remove from heat and allow to cool slightly. Cover tightly and chill in refrigerator 1 hour.; In a medium bowl, beat cream with vanilla until stiff peaks form. Whisk mascarpone into yolk mixture until smooth.; In a small bowl, combine coffee and rum. Split ladyfingers in half lengthwise and drizzle with coffee mixture.; Arrange half of soaked ladyfingers in bottom of a 7x11 inch dish. Spread half of mascarpone mixture over ladyfingers, then half of whipped cream over that. Repeat layers and sprinkle with cocoa. Cover and refrigerate 4 to 6 hours, until set. | Home; Recipes; Desserts; Specialty Desserts; Tiramisu
Judy's Strawberry Pretzel Salad | 2K | 1189 | 4.73774528503418 | 2 h | 1 1/2 cups crushed pretzels; 4 1/2 tablespoons white sugar; 3/4 cup butter, melted; 1 cup white sugar; 2 (8 ounce) packages cream cheese; 1 (8 ounce) container frozen whipped topping, thawed; 1 (6 ounce) package strawberry flavored Jell-O®; 2 cups boiling water; 1 (16 ounce) package frozen strawberries | Preheat oven to 350 degrees F (175 degrees C). Mix together the pretzels, 4 1/2 tablespoons sugar and melted butter. Press into the bottom of a 9x13 inch pan. Bake for 10 minutes, or until lightly toasted. Set aside to cool completely.; In a medium bowl, beat the sugar and cream cheese until smooth. Fold in whipped topping. Spread evenly over the cooled crust. Refrigerate until set, about 30 minutes.; In a medium bowl, stir together the gelatin mix and boiling water. Mix in frozen strawberries, and stir until thawed. Pour over cream cheese mixture in pan. Refrigerate until completely chilled, at least 1 hour. | Home; Recipes; Desserts; Specialty Desserts; Dessert Salads; Jell-O® Salad
Joey's Peanut Butter Cookies | 2K | 1308 | 4.32718324661255 | 1 h | 1 cup peanut butter; 1/2 cup butter, softened; 1/2 cup white sugar; 1/2 cup packed brown sugar; 1 egg; 3 tablespoons milk; 1 teaspoon vanilla extract; 1 1/4 cups all-purpose flour; 3/4 teaspoon baking powder; 1/4 teaspoon salt | Preheat oven to 375 degrees F (190 degrees C).; In a large bowl, cream together the peanut butter, butter, white sugar, and brown sugar until well blended. Beat in the egg, milk, and vanilla one at a time. Combine the flour, baking powder, and salt; stir into creamed mixture. Roll tablespoonfuls of dough into balls. Place cookies 2 inches apart onto ungreased cookie sheets. Press each ball once with fork tines.; Bake for 8 to 10 minutes in the preheated oven, or until edges are lightly browned. | Home; Recipes; Desserts; Cookies; Peanut Butter Cookies
Chewy Coconut Cookies | 2K | 1302 | 4.68769502639771 | 50 m | 1 1/4 cups all-purpose flour; 1/2 teaspoon baking soda; 1/4 teaspoon salt; 1/2 cup butter; 1/2 cup packed brown sugar; 1/2 cup white sugar; 1 egg; 1/2 teaspoon vanilla extract; 1 1/3 cups flaked coconut | Preheat oven to 350 degrees F (175 degrees C.) Combine the flour, baking soda, and salt; set aside.; In a medium bowl, cream the butter, brown sugar, and white sugar until smooth. Beat in the egg and vanilla until light and fluffy. Gradually blend in the flour mixture, then mix in the coconut. Drop dough by teaspoonfuls onto an ungreased cookie sheet. Cookies should be about 3 inches apart.; Bake for 8 to 10 minutes in the preheated oven, or until lightly toasted. Cool on wire racks. | Home; Recipes; Desserts; Cookies; Fruit Cookies; Coconut
Dark Chocolate Cake I | 2K | 1317 | 4.5834379196167 | 1 h 20 m | 2 cups boiling water; 1 cup unsweetened cocoa powder; 2 3/4 cups all-purpose flour; 2 teaspoons baking soda; 1/2 teaspoon baking powder; 1/2 teaspoon salt; 1 cup butter, softened; 2 1/4 cups white sugar; 4 eggs; 1 1/2 teaspoons vanilla extract | Preheat oven to 350 degrees F (175 degrees C). Grease 3 - 9 inch round cake pans. In medium bowl, pour boiling water over cocoa, and whisk until smooth. Let mixture cool. Sift together flour, baking soda, baking powder and salt; set aside.; In a large bowl, cream butter and sugar together until light and fluffy. Beat in eggs one at time, then stir in vanilla. Add the flour mixture alternately with the cocoa mixture. Spread batter evenly between the 3 prepared pans.; Bake in preheated oven for 25 to 30 minutes. Allow to cool. | Home; Recipes; Desserts; Chocolate; Dark Chocolate
Mmm-Mmm Better Brownies | 2K | 1353 | 4.47834253311157 | 40 m | 1/2 cup vegetable oil; 1 cup white sugar; 1 teaspoon vanilla extract; 2 eggs; 1/2 cup all-purpose flour; 1/3 cup unsweetened cocoa powder; 1/4 teaspoon baking powder; 1/4 teaspoon salt; 1/2 cup chopped walnuts (optional) | Preheat oven to 350 degrees F (175 degrees C). Grease a 9x9 inch baking pan.; In a medium bowl, mix together the oil, sugar, and vanilla. Beat in eggs. Combine flour, cocoa, baking powder, and salt; gradually stir into the egg mixture until well blended. Stir in walnuts, if desired. Spread the batter evenly into the prepared pan.; Bake for 20 to 25 minutes, or until the brownie begins to pull away from edges of pan. Let cool on a wire rack before cutting into squares. | Home; Recipes; Desserts; Cookies; Brownies; Chocolate Brownies
Blueberry Pie | 2K | 1267 | 4.58275651931763 | 1 h 5 m | 3/4 cup white sugar; 3 tablespoons cornstarch; 1/4 teaspoon salt; 1/2 teaspoon ground cinnamon; 4 cups fresh blueberries; 1 recipe pastry for a 9 inch double crust pie; 1 tablespoon butter | Preheat oven to 375 degrees F (190 degrees C).; Mix sugar, cornstarch, salt, and cinnamon, and sprinkle over blueberries.; Line pie dish with one pie crust. Pour berry mixture into the crust, and dot with butter. Cut remaining pastry into 1/2 - 3/4 inch wide strips, and make lattice top. Crimp and flute edges.; Bake pie on lower shelf of oven for about 50 minutes, or until crust is golden brown. | Home; Recipes; Desserts; Pies; Fruit Pies; Blueberry Pie
Chewy Sugar Cookies | 3K | 1315 | 4.31206560134888 | 25 m | 2 3/4 cups all-purpose flour; 1 teaspoon baking soda; 1/2 teaspoon salt; 1 1/4 cups margarine; 2 cups white sugar; 2 eggs; 2 teaspoons vanilla extract; 1/4 cup white sugar for decoration | Preheat oven to 350 degrees F (175 degrees C). In a medium bowl, stir together the flour, baking soda, and salt; set aside.; In a large bowl, cream together the margarine and 2 cups sugar until light and fluffy. Beat in the eggs one at a time, then the vanilla. Gradually stir in the dry ingredients until just blended. Roll the dough into walnut sized balls and roll the balls in remaining 1/4 cup of sugar. Place cookies 2 inches apart onto ungreased cookie sheets and flatten slightly.; Bake for 8 to 10 minutes in the preheated oven, until lightly browned at the edges. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely. | Home; Recipes; Desserts; Cookies; Sugar Cookies
Golden Rum Cake | 3K | 1266 | 4.77862119674683 | 1 h 30 m | 1 cup chopped walnuts; 1 (18.25 ounce) package yellow cake mix; 1 (3.4 ounce) package instant vanilla pudding mix; 4 eggs; 1/2 cup water; 1/2 cup vegetable oil; 1/2 cup dark rum; 1/2 cup butter; 1/4 cup water; 1 cup white sugar; 1/2 cup dark rum | Preheat oven to 325 degrees F (165 degrees C). Grease and flour a 10 inch Bundt pan. Sprinkle chopped nuts evenly over the bottom of the pan.; In a large bowl, combine cake mix and pudding mix. Mix in the eggs, 1/2 cup water, oil and 1/2 cup rum. Blend well. Pour batter over chopped nuts in the pan.; Bake in the preheated oven for 60 minutes, or until a toothpick inserted into the cake comes out clean. Let sit for 10 minutes in the pan, then turn out onto serving plate. Brush glaze over top and sides. Allow cake to absorb glaze and repeat until all glaze is used.; To make the glaze: in a saucepan, combine butter, 1/4 cup water and 1 cup sugar. Bring to a boil over medium heat and continue to boil for 5 minutes, stirring constantly. Remove from heat and stir in 1/2 cup rum. | Home; Recipes; Desserts; Specialty Desserts; Liqueur Desserts
Chocolate Cavity Maker Cake | 2K | 1276 | 4.73854970932007 | 2 h | 1 (18.25 ounce) package dark chocolate cake mix; 1 (3.9 ounce) package instant chocolate pudding mix; 1 (16 ounce) container sour cream; 3 eggs; 1/3 cup vegetable oil; 1/2 cup coffee flavored liqueur; 2 cups semisweet chocolate chips | Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan.; In a large bowl, combine cake mix, pudding mix, sour cream, eggs, oil and coffee liqueur. Beat until ingredients are well blended. Fold in chocolate chips. Batter will be thick. Spoon into prepared pan.; Bake in preheated oven for 1 hour, or until cake springs back when lightly tapped. Cool 10 minutes in pan, then turn out and cool completely on wire rack. | Home; Recipes; Desserts; Specialty Desserts; Liqueur Desserts; Coffee Liqueur
Pretzel Turtles® | 2K | 1149 | 4.80894565582275 | 14 m | 20 small mini pretzels; 20 chocolate covered caramel candies; 20 pecan halves | Preheat oven to 300 degrees F (150 degrees C).; Arrange the pretzels in a single layer on a parchment lined cookie sheet. Place one chocolate covered caramel candy on each pretzel.; Bake for 4 minutes. While the candy is warm, press a pecan half onto each candy covered pretzel. Cool completely before storing in an airtight container. | Home; Recipes; Desserts; Chocolate
Chewy Peanut Butter Chocolate Chip Cookies | 2K | 1257 | 4.36666679382324 | 1 h | 1/2 cup butter, softened; 1/2 cup peanut butter; 1 cup packed brown sugar; 1/2 cup white sugar; 2 eggs; 2 tablespoons light corn syrup; 2 tablespoons water; 2 teaspoons vanilla extract; 2 1/2 cups all-purpose flour; 1 teaspoon baking soda; 1/2 teaspoon salt; 2 cups chopped semisweet chocolate | Preheat oven to 375 degrees F (190 degrees C).; In a large bowl, cream together the butter, peanut butter, brown sugar, and white sugar until smooth. Beat in the eggs one at a time, then stir in the corn syrup, water, and vanilla. Combine the flour, baking soda, and salt; stir into the peanut butter mixture. Fold in chocolate chunks. Drop by 1/4 cupfuls 3 inches apart onto ungreased baking sheets.; Bake for 12 to 14 minutes in the preheated oven, or until edges are golden. Allow cookies to cool for 1 minute on the cookie sheet before removing to wire racks to cool completely. | Home; Recipes; Desserts; Cookies; Peanut Butter Cookies
Old Fashioned Coconut Cream Pie | 2K | 1254 | 4.68015432357788 | 4 h 50 m | 1 cup sweetened flaked coconut; 3 cups half-and-half; 2 eggs, beaten; 3/4 cup white sugar; 1/2 cup all-purpose flour; 1/4 teaspoon salt; 1 teaspoon vanilla extract; 1 (9 inch) pie shell, baked; 1 cup frozen whipped topping, thawed | Preheat oven to 350 degrees F (175 degrees C).; Spread the coconut on a baking sheet and bake it, stirring occasionally, until golden brown, about 5 minutes.; In a medium saucepan, combine the half-and-half, eggs, sugar, flour and salt and mix well. Bring to a boil over low heat, stirring constantly. Cook, stirring constantly, for 2 minutes more. Remove the pan from the heat, and stir in 3/4 cup of the toasted coconut and the vanilla extract. Reserve the remaining coconut to top the pie.; Pour the filling into the pie shell and chill until firm, about 4 hours.; Top with whipped topping and with the reserved coconut. | Home; Recipes; Desserts; Pies; No-Bake Pies
David's Yellow Cake | 2K | 1278 | 4.43563079833984 | 50 m | 1 cup butter; 1 1/2 cups white sugar; 8 egg yolks; 3/4 cup milk; 1 1/2 teaspoons vanilla extract; 2 cups cake flour; 2 teaspoons baking powder; 1/2 teaspoon salt | Preheat oven to 350 degrees F (175 degrees C). Grease and flour 2 - 8 inch round pans. Sift together the flour, baking powder and salt. Set aside.; In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the egg yolks one at a time, then stir in the vanilla. Beat in the flour mixture alternately with the milk, mixing just until incorporated. Pour batter into prepared pans.; Bake in the preheated oven for 25 to 30 minutes, or until tops spring back when lightly tapped. Cool 15 minutes before turning out onto cooling racks. | Home; Recipes; Desserts; Cakes; Yellow Cake
Cranberry Pistachio Biscotti | 2K | 1184 | 4.81378412246704 | 1 h 20 m | 1/4 cup light olive oil; 3/4 cup white sugar; 2 teaspoons vanilla extract; 1/2 teaspoon almond extract; 2 eggs; 1 3/4 cups all-purpose flour; 1/4 teaspoon salt; 1 teaspoon baking powder; 1/2 cup dried cranberries; 1 1/2 cups pistachio nuts | Preheat the oven to 300 degrees F (150 degrees C).; In a large bowl, mix together oil and sugar until well blended. Mix in the vanilla and almond extracts, then beat in the eggs. Combine flour, salt, and baking powder; gradually stir into egg mixture. Mix in cranberries and nuts by hand.; Divide dough in half. Form two logs (12x2 inches) on a cookie sheet that has been lined with parchment paper. Dough may be sticky; wet hands with cool water to handle dough more easily.; Bake for 35 minutes in the preheated oven, or until logs are light brown. Remove from oven, and set aside to cool for 10 minutes. Reduce oven heat to 275 degrees F (135 degrees C).; Cut logs on diagonal into 3/4 inch thick slices. Lay on sides on parchment covered cookie sheet. Bake approximately 8 to 10 minutes, or until dry; cool. | Home; Recipes; Desserts; Nut Desserts; Pistachio Desserts
Chocolate Eclair Dessert | 2K | 1196 | 4.70355463027954 | 2 h 15 m | 2 individual packages graham crackers; 2 (3 ounce) packages instant vanilla pudding mix; 3 cups milk; 1 (8 ounce) container frozen whipped topping, thawed; 1 (16 ounce) package prepared chocolate frosting | Line the bottom of a 9x13-inch pan with graham crackers.; In a large bowl, combine pudding mix and milk; stir well. Mix whipped topping into pudding mixture. Spread half of mixture over graham cracker layer. Top with another layer of graham crackers and the remaining pudding.; Top all with a final layer of graham crackers and frost with chocolate frosting. Refrigerate at least two hours before serving to allow the graham crackers to soften. | Home; Recipes; Desserts; Pies; Chocolate Pie
Best Carrot Cake Ever | 2K | 1187 | 4.73907089233398 | 2 h 30 m | 6 cups grated carrots; 1 cup brown sugar; 1 cup raisins; 4 eggs; 1 1/2 cups white sugar; 1 cup vegetable oil; 2 teaspoons vanilla extract; 1 cup crushed pineapple, drained; 3 cups all-purpose flour; 1 1/2 teaspoons baking soda; 1 teaspoon salt; 4 teaspoons ground cinnamon; 1 cup chopped walnuts | In a medium bowl, combine grated carrots and brown sugar. Set aside for 60 minutes, then stir in raisins.; Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 10 inch cake pans.; In a large bowl, beat eggs until light. Gradually beat in the white sugar, oil and vanilla. Stir in the pineapple. Combine the flour, baking soda, salt and cinnamon, stir into the wet mixture until absorbed. Finally stir in the carrot mixture and the walnuts. Pour evenly into the prepared pans.; Bake for 45 to 50 minutes in the preheated oven, until cake tests done with a toothpick. Cool for 10 minutes before removing from pan. When completely cooled, frost with cream cheese frosting. | Home; Recipes; Desserts; Cakes; Spice Cake
My Amish Friend's Caramel Corn | 2K | 1151 | 4.87786245346069 | 1 h 15 m | 7 quarts plain popped popcorn; 2 cups dry roasted peanuts (optional); 2 cups brown sugar; 1/2 cup light corn syrup; 1 teaspoon salt; 1 cup margarine; 1/2 teaspoon baking soda; 1 teaspoon vanilla extract | Place the popped popcorn into two shallow greased baking pans. You may use roasting pans, jelly roll pans, or disposable roasting pans. Add the peanuts to the popped corn if using. Set aside.; Preheat the oven to 250 degrees F (120 degrees C). Combine the brown sugar, corn syrup, margarine and salt in a saucepan. Bring to a boil over medium heat, stirring enough to blend. Once the mixture begins to boil, boil for 5 minutes while stirring constantly.; Remove from the heat, and stir in the baking soda and vanilla. The mixture will be light and foamy. Immediately pour over the popcorn in the pans, and stir to coat. Don't worry too much at this point about getting all of the corn coated.; Bake for 1 hour, removing the pans, and giving them each a good stir every 15 minutes. Line the counter top with waxed paper. Dump the corn out onto the waxed paper and separate the pieces. Allow to cool completely, then store in airtight containers or resealable bags. | Home; Recipes; Desserts; Candy; Popcorn Candy
Apple Squares | 2K | 1136 | 4.56815004348755 | 55 m | 1 cup sifted all-purpose flour; 1 teaspoon baking powder; 1/4 teaspoon salt; 1/4 teaspoon ground cinnamon; 1/4 cup butter or margarine, melted; 1/2 cup packed brown sugar; 1/2 cup white sugar; 1 egg; 1 teaspoon vanilla extract; 1/2 cup chopped apple; 1/2 cup finely chopped walnuts; 2 tablespoons white sugar; 2 teaspoons ground cinnamon | Preheat oven to 350 degrees F (175 degrees C). Grease a 9x9 inch pan. Sift together flour, baking powder, salt, and 1/4 teaspoon of cinnamon; set aside.; In a large bowl, mix together melted butter, brown sugar, and 1/2 cup of white sugar with a wooden spoon until smooth. Stir in the egg and vanilla. Blend in the flour mixture until just combined, then stir in the apples and walnuts. Spread the mixture evenly into the prepared pan. In a cup or small bowl, stir together the remaining cinnamon and sugar; sprinkle over the top of the bars.; Bake for 25 to 30 minutes in preheated oven; finished bars should spring back when lightly touched. Cool in the pan, and cut into squares. | Home; Recipes; Desserts; Fruit Desserts; Apple Desserts
Melt - In - Your - Mouth Shortbread | 2K | 1133 | 4.32205772399902 | 25 m | 1 cup butter, softened; 1/2 cup confectioners' sugar; 1/4 cup cornstarch; 1 1/2 cups all-purpose flour | Preheat the oven to 375 degrees F (190 degrees C).; Whip butter with an electric mixer until fluffy. Stir in the confectioners' sugar, cornstarch, and flour. Beat on low for one minute, then on high for 3 to 4 minutes. Drop cookies by spoonfuls 2 inches apart on an ungreased cookie sheet.; Bake for 12 to 15 minutes in the preheated oven. Watch that the edges don't brown too much. Cool on wire racks. | Home; Recipes; Desserts; Cookies; Drop Cookies
Easy Key Lime Pie I | 2K | 1121 | 4.65607357025146 | 35 m | 5 egg yolks, beaten; 1 (14 ounce) can sweetened condensed milk; 1/2 cup key lime juice; 1 (9 inch) prepared graham cracker crust | Preheat oven to 375 degrees F (190 degrees C).; Combine the egg yolks, sweetened condensed milk and lime juice. Mix well. Pour into unbaked graham cracker shell.; Bake in preheated oven for 15 minutes. Allow to cool. Top with whipped topping and garnish with lime slices if desired. | Home; Recipes; Desserts; Pies; Custard and Cream Pies; Key Lime Pie
Absolutely the Best Chocolate Chip Cookies | 1K | 1091 | 4.51103210449219 | 20 m | 1 cup butter flavored shortening; 3/4 cup white sugar; 3/4 cup brown sugar; 2 eggs; 2 teaspoons Mexican vanilla extract; 2 1/4 cups all-purpose flour; 1 teaspoon baking soda; 1 teaspoon salt; 2 cups milk chocolate chips | Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.; In a large bowl, cream together the butter flavored shortening, brown sugar and white sugar until light and fluffy. Add the eggs one at a time, beating well with each addition, then stir in the vanilla .Combine the flour, baking soda and salt; gradually stir into the creamed mixture. Finally, fold in the chocolate chips. Drop by rounded spoonfuls onto the prepared cookie sheets.; Bake for 8 to 10 minutes in the preheated oven, until light brown. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely. | Home; Recipes; Desserts; Cookies; Drop Cookies
Chocolate Chip Cookie Dough + Cupcake = The BEST Cupcake. Ever. | 1K | 1057 | 4.52439022064209 | 2 h 40 m | 1 1/2 cups all-purpose flour; 1/4 teaspoon baking soda; 1/4 teaspoon sea salt; 1/2 cup butter, softened; 1/4 cup white sugar; 1/2 cup brown sugar; 1 egg; 2 teaspoons vanilla extract; 1 cup miniature semisweet chocolate chips; 1 (18.25 ounce) box yellow cake mix; 1 1/3 cups water; 1/3 cup canola oil; 3 eggs | Whisk together the flour, baking soda, and sea salt; set aside. Beat the butter, white sugar, and brown sugar with an electric mixer in a large bowl until smooth. Add 1 egg and the vanilla extract and beat until smooth. Mix in the flour mixture until just incorporated. Fold in the chocolate chips; mixing just enough to evenly combine. Form the dough into tablespoon-sized balls; place onto a baking sheet, and freeze until solid, about 2 hours.; Preheat an oven to 350 degrees F (175 degrees C). Line 24 muffin cups with paper liners.; Beat 3 eggs in a large bowl with an electric mixer to break up. Add the cake mix, water, and canola oil; continue beating for 2 minutes on medium speed. Spoon into the prepared cupcake liners, filling each 2/3 full. Place a frozen cookie dough ball on the top center of each cupcake.; Bake in the preheated oven until a toothpick inserted into the cake portion of the cupcake (not the cookie dough ball) comes clean, about 20 minutes. Cool in the pans for 10 minutes before removing to cool completely on a wire rack. | Home; Recipes; Desserts; Chocolate
Ruth's Grandma's Pie Crust | 2K | 1020 | 4.77897787094116 | 10 m | 4 cups all-purpose flour; 1 3/4 cups shortening; 3 tablespoons white sugar; 2 teaspoons salt; 1 egg; 1/2 cup water | In a large mixing bowl, combine all-purpose flour, shortening, sugar, and salt. Blend together with a pastry cutter until crumbly.; In a small bowl, mix egg with water. Blend into flour mixture. Chill in refrigerator until ready to use. | Home; Recipes; Desserts; Pies
Cream Puffs | 2K | 1131 | 4.63282918930054 | 55 m | 2 (3.5 ounce) packages instant vanilla pudding mix; 2 cups heavy cream; 1 cup milk; 1/2 cup butter; 1 cup water; 1/4 teaspoon salt; 1 cup all-purpose flour; 4 eggs | Mix together vanilla instant pudding mix, cream and milk. Cover and refrigerate to set.; Preheat oven to 425 degrees F (220 degrees C).; In a large pot, bring water and butter to a rolling boil. Stir in flour and salt until the mixture forms a ball. Transfer the dough to a large mixing bowl. Using a wooden spoon or stand mixer, beat in the eggs one at a time, mixing well after each. Drop by tablespoonfuls onto an ungreased baking sheet.; Bake for 20 to 25 minutes in the preheated oven, until golden brown. Centers should be dry.; When the shells are cool, either split and fill them with the pudding mixture, or use a pastry bag to pipe the pudding into the shells. | Home; Recipes; Desserts
Coconut Macaroons III | 2K | 1091 | 4.52559471130371 | 25 m | 2/3 cup all-purpose flour; 5 1/2 cups flaked coconut; 1/4 teaspoon salt; 1 (14 ounce) can sweetened condensed milk; 2 teaspoons vanilla extract | Preheat oven to 350 degrees F (175 degrees C). Line cookie sheets with parchment paper or aluminum foil.; In a large bowl, stir together the flour, coconut and salt. Stir in the sweetened condensed milk and vanilla using your hands until well blended. Use an ice cream scoop to drop dough onto the prepared cookie sheets. Cookies should be about golf ball size.; Bake for 12 to 15 minutes in the preheated oven, until coconut is toasted. | Home; Recipes; Desserts; Cookies; Macaroons
